dateRep,cases,countriesAndTerritories,cNum
22/09/2020,14,Gambia,14.61006877
23/09/2020,0,Gambia,11.28766246
24/09/2020,2,Gambia,10.60614321
25/09/2020,10,Gambia,9.45607949
26/09/2020,3,Gambia,8.22082587
27/09/2020,0,Gambia,7.62449653
28/09/2020,14,Gambia,6.98557224
29/09/2020,0,Gambia,6.98557224
30/09/2020,10,Gambia,6.43183785
1/10/2020,0,Gambia,5.92069842
2/10/2020,5,Gambia,4.72803975
3/10/2020,1,Gambia,4.25949527
4/10/2020,5,Gambia,3.66316593
5/10/2020,4,Gambia,2.89645678
6/10/2020,0,Gambia,2.30012744
7/10/2020,19,Gambia,3.10943154
8/10/2020,0,Gambia,3.02424164
9/10/2020,4,Gambia,2.76867192
10/10/2020,4,Gambia,2.81126688
11/10/2020,7,Gambia,3.10943154
12/10/2020,4,Gambia,2.68348202
13/10/2020,4,Gambia,2.85386183
14/10/2020,0,Gambia,2.4279123
15/10/2020,8,Gambia,2.76867192
16/10/2020,0,Gambia,2.55569716
17/10/2020,5,Gambia,2.72607697
18/10/2020,0,Gambia,2.51310221
19/10/2020,0,Gambia,2.3427224
20/10/2020,6,Gambia,2.59829211
21/10/2020,0,Gambia,1.78898801
22/10/2020,2,Gambia,1.87417792
23/10/2020,2,Gambia,1.78898801
24/10/2020,0,Gambia,1.6186082
25/10/2020,0,Gambia,1.32044353
26/10/2020,1,Gambia,1.19265867
27/10/2020,5,Gambia,1.23525363
28/10/2020,0,Gambia,1.23525363
29/10/2020,1,Gambia,0.93708896
30/10/2020,0,Gambia,0.93708896
31/10/2020,4,Gambia,0.89449401
1/11/2020,2,Gambia,0.97968391
2/11/2020,0,Gambia,0.97968391
3/11/2020,0,Gambia,0.7241142
4/11/2020,7,Gambia,1.02227886
5/11/2020,1,Gambia,0.97968391
6/11/2020,0,Gambia,0.89449401
7/11/2020,1,Gambia,0.93708896
8/11/2020,3,Gambia,1.06487382
9/11/2020,0,Gambia,1.02227886
10/11/2020,0,Gambia,0.8093041
11/11/2020,0,Gambia,0.8093041
12/11/2020,13,Gambia,1.32044353
13/11/2020,0,Gambia,1.32044353
14/11/2020,1,Gambia,1.19265867
15/11/2020,0,Gambia,1.10746877
16/11/2020,4,Gambia,1.27784858
17/11/2020,3,Gambia,1.40563344
18/11/2020,0,Gambia,1.10746877
19/11/2020,0,Gambia,1.06487382
20/11/2020,0,Gambia,1.06487382
21/11/2020,0,Gambia,1.02227886
22/11/2020,21,Gambia,1.78898801
23/11/2020,0,Gambia,1.78898801
24/11/2020,0,Gambia,1.78898801
25/11/2020,0,Gambia,1.78898801
26/11/2020,1,Gambia,1.27784858
27/11/2020,1,Gambia,1.32044353
28/11/2020,3,Gambia,1.40563344
29/11/2020,3,Gambia,1.5334183
30/11/2020,0,Gambia,1.36303849
1/12/2020,8,Gambia,1.57601325
2/12/2020,1,Gambia,1.6186082
3/12/2020,22,Gambia,2.55569716
4/12/2020,2,Gambia,2.64088707
5/12/2020,0,Gambia,2.64088707
6/12/2020,3,Gambia,1.87417792
7/12/2020,0,Gambia,1.87417792
8/12/2020,0,Gambia,1.87417792
9/12/2020,2,Gambia,1.95936782
10/12/2020,4,Gambia,2.08715268
11/12/2020,3,Gambia,2.17234259
12/12/2020,0,Gambia,2.04455773
13/12/2020,1,Gambia,1.95936782
14/12/2020,2,Gambia,2.04455773
31/12/2019,0,Georgia,
1/1/2020,0,Georgia,
2/1/2020,0,Georgia,
3/1/2020,0,Georgia,
4/1/2020,0,Georgia,
5/1/2020,0,Georgia,
6/1/2020,0,Georgia,
7/1/2020,0,Georgia,
8/1/2020,0,Georgia,
9/1/2020,0,Georgia,
10/1/2020,0,Georgia,
11/1/2020,0,Georgia,
12/1/2020,0,Georgia,
13/01/2020,0,Georgia,0
14/01/2020,0,Georgia,0
15/01/2020,0,Georgia,0
16/01/2020,0,Georgia,0
17/01/2020,0,Georgia,0
18/01/2020,0,Georgia,0
19/01/2020,0,Georgia,0
20/01/2020,0,Georgia,0
21/01/2020,0,Georgia,0
22/01/2020,0,Georgia,0
23/01/2020,0,Georgia,0
24/01/2020,0,Georgia,0
25/01/2020,0,Georgia,0
26/01/2020,0,Georgia,0
27/01/2020,0,Georgia,0
28/01/2020,0,Georgia,0
29/01/2020,0,Georgia,0
30/01/2020,0,Georgia,0
31/01/2020,0,Georgia,0
1/2/2020,0,Georgia,0
2/2/2020,0,Georgia,0
3/2/2020,0,Georgia,0
4/2/2020,0,Georgia,0
5/2/2020,0,Georgia,0
6/2/2020,0,Georgia,0
7/2/2020,0,Georgia,0
8/2/2020,0,Georgia,0
9/2/2020,0,Georgia,0
10/2/2020,0,Georgia,0
11/2/2020,0,Georgia,0
12/2/2020,0,Georgia,0
13/02/2020,0,Georgia,0
14/02/2020,0,Georgia,0
15/02/2020,0,Georgia,0
16/02/2020,0,Georgia,0
17/02/2020,0,Georgia,0
18/02/2020,0,Georgia,0
19/02/2020,0,Georgia,0
20/02/2020,0,Georgia,0
21/02/2020,0,Georgia,0
22/02/2020,0,Georgia,0
23/02/2020,0,Georgia,0
24/02/2020,0,Georgia,0
25/02/2020,0,Georgia,0
26/02/2020,0,Georgia,0
27/02/2020,1,Georgia,0.02502025
28/02/2020,0,Georgia,0.02502025
29/02/2020,1,Georgia,0.05004051
1/3/2020,1,Georgia,0.07506076
2/3/2020,0,Georgia,0.07506076
5/3/2020,0,Georgia,0.07506076
6/3/2020,6,Georgia,0.22518229
8/3/2020,3,Georgia,0.30024305
9/3/2020,1,Georgia,0.3252633
10/3/2020,2,Georgia,0.37530381
11/3/2020,8,Georgia,0.57546584
12/3/2020,1,Georgia,0.60048609
13/03/2020,1,Georgia,0.62550635
14/03/2020,5,Georgia,0.75060762
15/03/2020,0,Georgia,0.72558736
16/03/2020,0,Georgia,0.72558736
17/03/2020,3,Georgia,0.77562787
18/03/2020,1,Georgia,0.77562787
19/03/2020,0,Georgia,0.77562787
20/03/2020,6,Georgia,0.92574939
21/03/2020,3,Georgia,0.85068863
22/03/2020,6,Georgia,0.92574939
23/03/2020,5,Georgia,1.02583041
24/03/2020,7,Georgia,1.15093168
25/03/2020,9,Georgia,1.17595193
26/03/2020,3,Georgia,1.22599244
27/03/2020,6,Georgia,1.35109371
28/03/2020,2,Georgia,1.27603295
29/03/2020,4,Georgia,1.37611396
30/03/2020,5,Georgia,1.50121523
31/03/2020,8,Georgia,1.6263165
1/4/2020,12,Georgia,1.9015393
2/4/2020,5,Georgia,2.02664057
3/4/2020,6,Georgia,2.02664057
4/4/2020,27,Georgia,2.62712666
5/4/2020,9,Georgia,2.70218742
6/4/2020,17,Georgia,3.00243047
7/4/2020,14,Georgia,3.17757224
8/4/2020,8,Georgia,3.15255199
9/4/2020,15,Georgia,3.45279504
10/4/2020,7,Georgia,3.47781529
11/4/2020,16,Georgia,3.82809885
12/4/2020,8,Georgia,3.92817986
13/04/2020,15,Georgia,4.1783824
14/04/2020,15,Georgia,4.35352418
15/04/2020,28,Georgia,4.75384824
16/04/2020,6,Georgia,4.77886849
17/04/2020,42,Georgia,5.67959763
18/04/2020,22,Georgia,5.55449636
19/04/2020,18,Georgia,5.77967865
20/04/2020,6,Georgia,5.50445586
21/04/2020,8,Georgia,5.35433433
22/04/2020,6,Georgia,5.30429383
23/04/2020,8,Georgia,5.12915205
24/04/2020,9,Georgia,5.17919256
25/04/2020,19,Georgia,5.25425332
26/04/2020,12,Georgia,5.35433433
27/04/2020,30,Georgia,5.72963814
28/04/2020,11,Georgia,5.62955713
29/04/2020,14,Georgia,5.27927357
30/04/2020,6,Georgia,5.27927357
1/5/2020,22,Georgia,4.77886849
2/5/2020,43,Georgia,5.30429383
3/5/2020,0,Georgia,4.85392926
4/5/2020,7,Georgia,4.87894951
5/5/2020,4,Georgia,4.77886849
6/5/2020,11,Georgia,4.90396976
7/5/2020,6,Georgia,4.85392926
8/5/2020,5,Georgia,4.75384824
9/5/2020,8,Georgia,4.47862545
10/5/2020,3,Georgia,4.25344316
11/5/2020,9,Georgia,3.72801783
12/5/2020,3,Georgia,3.5278558
13/05/2020,4,Georgia,3.27765326
14/05/2020,5,Georgia,3.25263301
15/05/2020,20,Georgia,3.2025925
16/05/2020,4,Georgia,2.2268026
17/05/2020,24,Georgia,2.82728869
18/05/2020,6,Georgia,2.80226844
19/05/2020,1,Georgia,2.72720767
20/05/2020,5,Georgia,2.57708615
21/05/2020,6,Georgia,2.57708615
22/05/2020,8,Georgia,2.65214691
23/05/2020,2,Georgia,2.50202539
24/05/2020,5,Georgia,2.5520659
25/05/2020,2,Georgia,2.37692412
26/05/2020,1,Georgia,2.32688361
27/05/2020,1,Georgia,2.25182285
28/05/2020,3,Georgia,2.20178234
29/05/2020,3,Georgia,1.77643803
30/05/2020,8,Georgia,1.87651904
31/05/2020,11,Georgia,1.55125574
1/6/2020,26,Georgia,2.05166082
2/6/2020,13,Georgia,2.35190387
3/6/2020,4,Georgia,2.32688361
4/6/2020,0,Georgia,2.17676209
5/6/2020,1,Georgia,2.00162031
6/6/2020,4,Georgia,2.05166082
7/6/2020,3,Georgia,2.00162031
8/6/2020,0,Georgia,1.9515798
9/6/2020,4,Georgia,2.02664057
10/6/2020,6,Georgia,2.15174184
11/6/2020,9,Georgia,2.30186336
12/6/2020,4,Georgia,2.32688361
13/06/2020,12,Georgia,2.42696463
14/06/2020,8,Georgia,2.35190387
15/06/2020,28,Georgia,2.40194437
16/06/2020,0,Georgia,2.07668107
17/06/2020,9,Georgia,2.20178234
18/06/2020,5,Georgia,2.32688361
